"TIME","GEO","UNIT","SEX","AGE","ICD10","Value","Flag and Footnotes"
"2006","Italy","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","276 383",""
"2006","Italy","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","282 231",""
"2006","Cyprus","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","5 127",""
"2006","Cyprus","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","2 623",""
"2006","Cyprus","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","2 504",""
"2006","Latvia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","33 119",""
"2006","Latvia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","16 671",""
"2006","Latvia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","16 448",""
"2006","Lithuania","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","44 813",""
"2006","Lithuania","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","23 809",""
"2006","Lithuania","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","21 004",""
"2006","Luxembourg","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","3 623",""
"2006","Luxembourg","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1 738",""
"2006","Luxembourg","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","1 885",""
"2006","Hungary","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","131 603",""
"2006","Hungary","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","67 851",""
"2006","Hungary","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","63 752",""
"2006","Malta","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","3 216",""
"2006","Malta","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1 667",""
"2006","Malta","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","1 549",""
"2006","Netherlands","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","135 372",""
"2006","Netherlands","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","65 294",""
"2006","Netherlands","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","70 078",""
"2006","Austria","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","74 295",""
"2006","Austria","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","34 757",""
"2006","Austria","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","39 538",""
"2006","Poland","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","369 686",""
"2006","Poland","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","198 298",""
"2006","Poland","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","171 388",""
"2006","Portugal","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","102 362",""
"2006","Portugal","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","53 742",""
"2006","Portugal","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","48 620",""
"2006","Romania","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","258 094",""
"2006","Romania","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","136 264",""
"2006","Romania","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","121 830",""
"2006","Slovenia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","18 180",""
"2006","Slovenia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","9 270",""
"2006","Slovenia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","8 910",""
"2006","Slovakia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","53 301",""
"2006","Slovakia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","28 091",""
"2006","Slovakia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","25 210",""
"2006","Finland","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","48 106",""
"2006","Finland","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","24 335",""
"2006","Finland","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","23 771",""
"2006","Sweden","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","91 271",""
"2006","Sweden","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","44 232",""
"2006","Sweden","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","47 039",""
"2006","Iceland","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1 903",""
"2006","Iceland","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","959",""
"2006","Iceland","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","944",""
"2006","Norway","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","41 242",""
"2006","Norway","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","19 621",""
"2006","Norway","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","21 621",""
"2006","Switzerland","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","60 283",""
"2006","Switzerland","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","29 212",""
"2006","Switzerland","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","31 071",""
"2006","United Kingdom","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","572 224",""
"2006","United Kingdom","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","274 201",""
"2006","United Kingdom","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","298 023",""
"2006","North Macedonia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","18 630",""
"2006","North Macedonia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","10 000",""
"2006","North Macedonia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","8 630",""
"2006","Albania","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98",":",""
"2006","Albania","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98",":",""
"2006","Albania","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98",":",""
"2007","European Union - 27 countries (from 2020)","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","4 275 648",""
"2007","European Union - 27 countries (from 2020)","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","2 153 742",""
"2007","European Union - 27 countries (from 2020)","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","2 121 906",""
"2007","European Union - 28 countries (2013-2020)","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","4 850 335",""
"2007","European Union - 28 countries (2013-2020)","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","2 428 632",""
"2007","European Union - 28 countries (2013-2020)","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","2 421 703",""
"2007","Belgium","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","101 384",""
"2007","Belgium","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","50 118",""
"2007","Belgium","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","51 266",""
"2007","Bulgaria","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","113 004",""
"2007","Bulgaria","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","59 823",""
"2007","Bulgaria","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","53 181",""
"2007","Czechia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","104 636",""
"2007","Czechia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","52 719",""
"2007","Czechia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","51 917",""
"2007","Denmark","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","55 281",""
"2007","Denmark","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","26 816",""
"2007","Denmark","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","28 465",""
"2007","Germany (until 1990 former territory of the FRG)","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","827 155",""
"2007","Germany (until 1990 former territory of the FRG)","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","391 139",""
"2007","Germany (until 1990 former territory of the FRG)","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","436 016",""
"2007","Estonia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","17 409",""
"2007","Estonia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","8 985",""
"2007","Estonia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","8 424",""
"2007","Ireland","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","28 117",""
"2007","Ireland","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","14 391",""
"2007","Ireland","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","13 726",""
"2007","Greece","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","109 353",""
"2007","Greece","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","56 962",""
"2007","Greece","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","52 391",""
"2007","Spain","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","385 361",""
"2007","Spain","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","201 136",""
"2007","Spain","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","184 225",""
"2007","France","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","530 820",""
"2007","France","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","273 401",""
"2007","France","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","257 419",""
"2007","France (metropolitan)","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","520 535",""
"2007","France (metropolitan)","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","267 843",""
"2007","France (metropolitan)","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","252 692",""
"2007","Croatia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","52 367",""
"2007","Croatia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","26 300",""
"2007","Croatia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","26 067",""
"2007","Italy","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","572 881",""
"2007","Italy","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","280 851",""
"2007","Italy","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","292 030",""
"2007","Cyprus","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","5 380",""
"2007","Cyprus","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","2 813",""
"2007","Cyprus","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","2 567",""
"2007","Latvia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","33 057",""
"2007","Latvia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","16 370",""
"2007","Latvia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","16 687",""
"2007","Lithuania","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","45 624",""
"2007","Lithuania","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","24 683",""
"2007","Lithuania","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","20 941",""
"2007","Luxembourg","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","3 691",""
"2007","Luxembourg","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1 796",""
"2007","Luxembourg","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","1 895",""
"2007","Hungary","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","132 938",""
"2007","Hungary","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","68 241",""
"2007","Hungary","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","64 697",""
"2007","Malta","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","3 111",""
"2007","Malta","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1 610",""
"2007","Malta","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","1 501",""
"2007","Netherlands","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","133 022",""
"2007","Netherlands","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","64 797",""
"2007","Netherlands","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","68 225",""
"2007","Austria","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","74 625",""
"2007","Austria","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","34 978",""
"2007","Austria","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","39 647",""
"2007","Poland","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","377 226",""
"2007","Poland","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","202 235",""
"2007","Poland","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","174 991",""
"2007","Portugal","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","103 888",""
"2007","Portugal","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","53 644",""
"2007","Portugal","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","50 244",""
"2007","Romania","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","251 965",""
"2007","Romania","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","133 405",""
"2007","Romania","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","118 560",""
"2007","Slovenia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","18 584",""
"2007","Slovenia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","9 473",""
"2007","Slovenia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","9 111",""
"2007","Slovakia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","53 856",""
"2007","Slovakia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","28 226",""
"2007","Slovakia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","25 630",""
"2007","Finland","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","49 093",""
"2007","Finland","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","24 805",""
"2007","Finland","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","24 288",""
"2007","Sweden","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","91 820",""
"2007","Sweden","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","44 025",""
"2007","Sweden","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","47 795",""
"2007","Iceland","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1 943",""
"2007","Iceland","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1 002",""
"2007","Iceland","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","941",""
"2007","Norway","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","41 963",""
"2007","Norway","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","20 218",""
"2007","Norway","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","21 745",""
"2007","Switzerland","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","61 089",""
"2007","Switzerland","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","29 544",""
"2007","Switzerland","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","31 545",""
"2007","United Kingdom","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","574 687",""
"2007","United Kingdom","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","274 890",""
"2007","United Kingdom","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","299 797",""
"2007","North Macedonia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","19 594",""
"2007","North Macedonia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","10 344",""
"2007","North Macedonia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","9 250",""
"2007","Albania","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98",":",""
"2007","Albania","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98",":",""
"2007","Albania","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98",":",""
"2008","European Union - 27 countries (from 2020)","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","4 310 400",""
"2008","European Union - 27 countries (from 2020)","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","2 161 974",""
"2008","European Union - 27 countries (from 2020)","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","2 148 425",""
"2008","European Union - 28 countries (2013-2020)","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","4 890 097",""
"2008","European Union - 28 countries (2013-2020)","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","2 438 719",""
"2008","European Union - 28 countries (2013-2020)","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","2 451 377",""
"2008","Belgium","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","103 760",""
"2008","Belgium","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","51 435",""
"2008","Belgium","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","52 324",""
"2008","Bulgaria","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","110 523",""
"2008","Bulgaria","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","58 303",""
"2008","Bulgaria","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","52 220",""
"2008","Czechia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","104 948",""
"2008","Czechia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","53 076",""
"2008","Czechia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","51 872",""
"2008","Denmark","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","54 265",""
"2008","Denmark","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","26 621",""
"2008","Denmark","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","27 644",""
"2008","Germany (until 1990 former territory of the FRG)","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","844 439",""
"2008","Germany (until 1990 former territory of the FRG)","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","397 651",""
"2008","Germany (until 1990 former territory of the FRG)","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","446 788",""
"2008","Estonia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","16 675",""
"2008","Estonia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","8 403",""
"2008","Estonia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","8 272",""
"2008","Ireland","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","28 274",""
"2008","Ireland","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","14 457",""
"2008","Ireland","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","13 817",""
"2008","Greece","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","107 979",""
"2008","Greece","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","56 390",""
"2008","Greece","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","51 589",""
"2008","Spain","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","386 324",""
"2008","Spain","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","199 647",""
"2008","Spain","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","186 677",""
"2008","France","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","543 139",""
"2008","France","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","277 598",""
"2008","France","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","265 541",""
"2008","France (metropolitan)","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","532 474",""
"2008","France (metropolitan)","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","271 671",""
"2008","France (metropolitan)","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","260 803",""
"2008","Croatia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","52 151",""
"2008","Croatia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","26 229",""
"2008","Croatia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","25 922",""
"2008","Italy","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","581 470",""
"2008","Italy","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","284 027",""
"2008","Italy","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","297 443",""
"2008","Cyprus","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","5 194",""
"2008","Cyprus","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","2 739",""
"2008","Cyprus","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","2 455",""
"2008","Latvia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","31 031",""
"2008","Latvia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","15 449",""
"2008","Latvia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","15 582",""
"2008","Lithuania","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","43 832",""
"2008","Lithuania","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","22 918",""
"2008","Lithuania","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","20 914",""
"2008","Luxembourg","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","3 434",""
"2008","Luxembourg","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1 628",""
"2008","Luxembourg","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","1 806",""
"2008","Hungary","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","130 027",""
"2008","Hungary","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","66 269",""
"2008","Hungary","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","63 758",""
"2008","Malta","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","3 243",""
"2008","Malta","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1 668",""
"2008","Malta","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","1 575",""
"2008","Netherlands","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","135 136",""
"2008","Netherlands","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","64 902",""
"2008","Netherlands","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","70 234",""
"2008","Austria","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","75 083",""
"2008","Austria","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","35 156",""
"2008","Austria","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","39 927",""
"2008","Poland","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","379 399",""
"2008","Poland","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","202 341",""
"2008","Poland","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","177 058",""
"2008","Portugal","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","104 768",""
"2008","Portugal","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","53 922",""
"2008","Portugal","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","50 846",""
"2008","Romania","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","253 202",""
"2008","Romania","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","135 410",""
"2008","Romania","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","117 792",""
"2008","Slovenia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","18 308",""
"2008","Slovenia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","9 174",""
"2008","Slovenia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","9 134",""
"2008","Slovakia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","53 164",""
"2008","Slovakia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","27 994",""
"2008","Slovakia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","25 170",""
"2008","Finland","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","49 090",""
"2008","Finland","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","24 451",""
"2008","Finland","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","24 639",""
"2008","Sweden","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","91 542",""
"2008","Sweden","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","44 116",""
"2008","Sweden","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","47 426",""
"2008","Iceland","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1 987",""
"2008","Iceland","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","982",""
"2008","Iceland","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","1 005",""
"2008","Norway","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","41 716",""
"2008","Norway","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","20 316",""
"2008","Norway","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","21 400",""
"2008","Switzerland","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","61 233",""
"2008","Switzerland","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","29 474",""
"2008","Switzerland","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","31 759",""
"2008","United Kingdom","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","579 697",""
"2008","United Kingdom","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","276 745",""
"2008","United Kingdom","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","302 952",""
"2008","North Macedonia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","18 982",""
"2008","North Macedonia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","9 972",""
"2008","North Macedonia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","9 010",""
"2008","Albania","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98",":",""
"2008","Albania","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98",":",""
"2008","Albania","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98",":",""
"2009","European Union - 27 countries (from 2020)","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","4 339 516",""
"2009","European Union - 27 countries (from 2020)","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","2 176 355",""
"2009","European Union - 27 countries (from 2020)","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","2 163 161",""
"2009","European Union - 28 countries (2013-2020)","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","4 899 133",""
"2009","European Union - 28 countries (2013-2020)","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","2 447 159",""
"2009","European Union - 28 countries (2013-2020)","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","2 451 974",""
"2009","Belgium","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","103 816",""
"2009","Belgium","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","51 356",""
"2009","Belgium","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","52 460",""
"2009","Bulgaria","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","108 068",""
"2009","Bulgaria","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","56 849",""
"2009","Bulgaria","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","51 219",""
"2009","Czechia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","107 421",""
"2009","Czechia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","54 080",""
